,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red
169,,,J B Sims,MI,43.0706,-86.235,1983,Coal,80,38619000.0,356919.835,36621.025,Wind,-281.89035471110253,36621.025
170,Eckert Station,2021,Eckert Station,MI,42.71839,-84.55808,1954,Coal,375,7499000.0,89293.03099999999,9364.775,Wind,-6339.698968246185,9364.775
171,Erickson Station,2025,Erickson Station,MI,42.692222,-84.657222,1973,Coal,154,616427000.0,7461886.34,782601.455,Gas,-43.97270271375168,572255.4844399674
172,Syl Laskin, ,Syl Laskin,MN,47.5306,-92.1619,1953,Gas_SC,116,16321000.0,231467.104,13757.691,Wind,-1228.4973611986252,13757.691
173,Clay Boswell,2029,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005,Gas,-18.545009616185798,3443599.266797296
174,Black Dog, ,Black Dog,MN,44.8108,-93.2501,1952,Gas_CC,1678,1610073000.0,13281633.484,789309.6950000001,Wind,-166.9762105041416,789309.6950000001
175,High Bridge, ,High Bridge,MN,44.9314,-93.1117,1956,Gas_CC,920,2758478000.0,20309789.155,1206982.576,Gas,22.49161640363206,265695.5587562751
176,Allen S King, ,Allen S King,MN,45.03,-92.7786,1958,Coal,598,894925000.0,8883284.94,931679.661,Wind,-32.36215097151009,931679.661
177,Riverside (MN), ,Riverside (MN),MN,45.0203,-93.2753,1964,Gas_CC,822,2228764000.0,15669622.189,931222.803,Wind,30.77586445342011,931222.803
178,Hoot Lake,2021,Hoot Lake,MN,46.290641,-96.043252,1914,Coal,137,213468000.0,2501980.075,262407.725,Gas,-36.8072908049173,189565.14405609417
179,Cambridge CT Hybrid, ,Cambridge CT Hybrid,MN,45.601,-93.2081,1978,Gas_SC,194,23009000.0,253991.032,14531.883,Wind,-1967.6414822319095,14531.883
180,Elk River, ,Elk River,MN,45.296797,-93.558447,1951,Gas_SC,238,14214000.0,169779.476,10135.659,Wind,-3556.9584071414997,10135.659
181,Chevron Oil, ,Chevron Oil,MS,30.34,-88.4919,1967,Gas_SC,169,600125000.0,6774642.308,402605.776,Gas,-76.55476276025,197822.60527201512
182,Jack Watson, ,Jack Watson,MS,30.4392,-89.0286,1957,Gas_SC,1212,2392307000.0,23890945.719,1416769.574,Gas,-86.61508783466508,600432.622840236
183,Baxter Wilson,2023,Baxter Wilson,MS,32.2831,-90.9306,1967,Gas_SC,1327,1577580000.0,15533548.14,923362.417,Gas,-120.0387995910777,385038.1770882242
184,Moselle, ,Moselle,MS,31.528,-89.3004,1970,Gas_CC,509,1882630000.0,15859938.67,942495.124,Gas,-28.86490297045933,300077.39318121015
185,Hawthorn, ,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506,Gas,-29.722616433057308,1451265.2494881323
186,Lake Road (MO), ,Lake Road (MO),MO,39.7246,-94.8773,1950,Gas_SC,277,8760000.0,239378.293,3032.157,Gas,-193684.61853807652,42.945459775633935
187,Labadie, ,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668,Gas,-14.875460789580684,11258459.927033003
188,Meramec,2022,Meramec,MO,38.4017,-90.3358,1953,Coal,1040,135052000.0,1549132.857,146223.355,Wind,-1041.1680790094615,146223.355
189,Sioux,2028,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165,Gas,-27.8839569743895,2136705.4069776405
190,Blue Valley, ,Blue Valley,MO,39.0919,-94.3261,1958,Gas_SC,176,2019000.0,22981.032,1365.626,Wind,-20145.364189954344,1365.626
191,James River Power Station, ,James River Power Station,MO,37.108611,-93.261944,1957,Gas_SC,450,127363000.0,1660484.109,99450.829,Wind,-624.9783575080311,99450.829
192,New Madrid, ,New Madrid,MO,36.5147,-89.5617,1972,Coal,1300,6524903000.0,59087591.284,6197073.609999999,Gas,-13.73080687970205,3970553.593282581
193,Thomas Hill, ,Thomas Hill,MO,39.5522,-92.6381,1966,Coal,1181,7266410000.0,70350121.873,7377929.471,Gas,-17.983453149428914,4898381.910725829
194,Glendive GT, ,Glendive GT,MT,47.0539,-104.74,1979,Gas_SC,83,806000.0,10167.688,663.716,Wind,-19460.254660601426,663.716
195,Canaday, ,Canaday,NE,40.6942,-99.7011,1958,Gas_SC,108,971000.0,13273.6,782.6,Wind,-21327.92873977073,782.6
196,Lon Wright, ,Lon Wright,NE,41.4281,-96.4623,1957,Coal,211,327347000.0,3305806.129,340384.907,Gas,-78.03330359620409,228682.9172673715
197,C W Burdick, ,C W Burdick,NE,40.9228,-98.3269,1957,Gas_SC,238,3562000.0,42228.686,2519.218,Wind,-14569.186465539224,2519.218
198,Sheldon, ,Sheldon,NE,40.5589,-96.7847,1961,Coal,227,563013000.0,5786358.566,606873.678,Gas,-69.23329572397546,414754.39068306604
199,North Omaha,2023,North Omaha,NE,41.32909,-95.94466,1954,Coal,642,1947607000.0,20227757.291,2105599.714,Gas,-68.57086450023415,1441009.6089518545
200,Sarpy County, ,Sarpy County,NE,41.170594,-95.970603,1972,Gas_SC,335,78588000.0,896091.3119999999,37761.871,Wind,-1240.1874374261142,37761.871
201,Clark (NVE), ,Clark (NVE),NV,36.0875,-115.0507,1955,Gas_SC,1556,305307000.0,2762815.958,164189.31399999998,Wind,-1293.8708556628185,164189.31399999998
202,Fort Churchill,2028,Fort Churchill,NV,39.1281,-119.1322,1968,Gas_SC,230,660444000.0,7254595.796,431131.175,Gas,-73.12112988498973,205765.09891872815
203,Tracy, ,Tracy,NV,39.5625,-119.525,1961,Gas_CC,1179,4752087000.0,37371457.612,2220932.507,Gas,10.803074449721553,599357.9293116226
204,Merrimack, ,Merrimack,NH,43.1411,-71.4692,1960,Coal,494,143744000.0,1432798.63,144674.354,Wind,-467.6936103684584,144674.354
205,Schiller, ,Schiller,NH,43.0978,-70.7842,1952,Coal,171,26631000.0,516433.601,50943.944,Wind,-508.49205490758237,50943.944
206,Carlls Corner, ,Carlls Corner,NJ,39.4547,-75.2014,1973,Gas_SC,82,8936000.0,235613.9,14599.0,Wind,-834.9020361351681,14599.0
207,Sayreville, ,Sayreville,NJ,40.476525,-74.352336,1955,Oil,462,1176000.0,21190.800000000003,1558.1,Wind,-46295.89252559777,1558.1
208,Gilbert, ,Gilbert,NJ,40.565833,-75.163889,1970,Gas_CC,608,20040000.0,235758.728,14768.308,Wind,-6328.5598166955,14768.308
209,Bergen Generating Station, ,Bergen Generating Station,NJ,40.8375,-74.0244,1959,Gas_CC,1415,1137911000.0,13251579.657,787560.252,Gas,-194.46828767413518,399266.108969378
210,PSEG Burlington Generating Station, ,PSEG Burlington Generating Station,NJ,40.076611,-74.879172,1967,Oil,806,18314000.0,138673.78699999998,8252.529,Wind,-15099.260991091693,8252.529
211,PSEG Essex Generating Station, ,PSEG Essex Generating Station,NJ,40.7372,-74.1206,1971,Gas_SC,585,1250000.0,15184.006,910.647,Wind,-100301.55828286865,910.647
212,PSEG Kearny Generating Station, ,PSEG Kearny Generating Station,NJ,40.737283,-74.096464,1953,Gas_SC,1420,129467000.0,1141909.924,67885.522,Wind,-3099.2242716291203,67885.522
213,PSEG Linden Generating Station, ,PSEG Linden Generating Station,NJ,40.6217,-74.2072,1957,Gas_CC,2118,3409922000.0,24664883.538,1465896.209,Gas,-82.36799829270457,302314.22342180926
214,PSEG Sewaren Generating Station, ,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,1948,Gas_CC,1174,3787163000.0,24978556.542,1485966.328,Wind,74.18243849160517,1485966.328
215,Howard Down, ,Howard Down,NJ,39.4889,-75.0347,1942,Oil,137,73522000.0,646348.793,38415.63,Wind,-422.9197816577115,38415.63
216,Four Corners,2031,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118,Gas,-14.579910814584505,5413158.976898223
217,Rio Grande,2022,Rio Grande,NM,31.8047,-106.5472,1957,Gas_SC,397,928728000.0,9949978.056,591310.323,Gas,-65.99092899419082,274396.5723916101
218,Maddox,2028,Maddox,NM,32.714224,-103.301469,1963,Gas_SC,210,524387000.0,5440333.754,323309.838,Gas,-60.91053622109297,144371.06266396862
219,Reeves, ,Reeves,NM,35.171,-106.6019,1960,Gas_SC,154,123633000.0,1455196.284,86479.228,Gas,-133.14884438805652,44291.42088212796
220,San Juan,2022,San Juan,NM,36.8006,-108.4386,1973,Coal,1848,5352045000.0,59622703.411,6249613.377,Gas,-23.973699011678782,4423312.6146940505
221,Cunningham,2022,Cunningham,NM,32.7131,-103.3533,1957,Gas_SC,517,1345768000.0,14318869.367,850966.878,Gas,-61.49236909961777,391744.8190885086
222,Danskammer Generating Station, ,Danskammer Generating Station,NY,41.571247,-73.974981,1951,Gas_SC,535,12759000.0,143161.891,8486.795,Wind,-10696.525521230336,8486.795
223,Arthur Kill Generating Station, ,Arthur Kill Generating Station,NY,40.591564,-74.200035,1959,Gas_SC,895,937632000.0,10129449.587,601846.01,Gas,-142.49333203732337,281893.9101274369
224,East River, ,East River,NY,40.7281,-73.9742,1951,Gas_SC,716,2593206000.0,36564742.325,2173868.175,Gas,-96.23596970084387,1288977.6154818414
225,Ravenswood, ,Ravenswood,NY,40.759167,-73.946111,1963,Gas_SC,2633,2186656000.0,18367965.072,1089195.584,Wind,-221.80233850742667,1089195.584
226,74th Street, ,74th Street,NY,40.768,-73.9515,1968,Oil,36,280000.0,2475553.925,147554.775,Gas,-136.00481347165368,147459.22942565492
227,E F Barrett, ,E F Barrett,NY,40.616689,-73.647881,1956,Gas_SC,684,1469493000.0,15812832.339,941535.239,Gas,-93.07963965254092,440093.97942478023
228,East Hampton, ,East Hampton,NY,40.961706,-72.210277,1962,Oil,27,12648000.0,180730.972,14660.503,Wind,-258.80139592001325,14660.503
229,Glenwood, ,Glenwood,NY,40.827149,-73.647473,1952,Gas_SC,338,1765000.0,24477.7,1982.4,Wind,-29269.439670295305,1982.4
230,Northport, ,Northport,NY,40.923565,-73.342323,1967,Gas_SC,1564,3136361000.0,31779700.968,1892666.569,Gas,-91.71548510824236,822432.9507911378
231,Port Jefferson, ,Port Jefferson,NY,40.949696,-73.078507,1948,Gas_SC,590,600008000.0,6140145.224,369870.655,Wind,-152.05621654763678,369870.655
232,,,West Babylon,NY,40.695485,-73.348573,1971,Oil,52,1925000.0,27204.4,2203.0,Wind,-3993.654052771865,2203.0
233,Greenidge Generation LLC, ,Greenidge Generation LLC,NY,42.6789,-76.9483,1950,Gas_SC,162,392792000.0,3849053.684,228303.061,Gas,-78.79370904971468,94268.99943518158
234,Bethlehem Energy Center, ,Bethlehem Energy Center,NY,42.594196,-73.763752,1952,Gas_CC,1292,3346011000.0,34172719.047,2030841.502,Gas,-80.15579317699225,889068.1350002659
235,Oswego Harbor Power, ,Oswego Harbor Power,NY,43.4586,-76.5319,1948,Oil,1894,51397000.0,606458.455,47784.098,Wind,-6744.601963358092,47784.098
236,Bowline Point, ,Bowline Point,NY,41.2044,-73.9689,1972,Gas_SC,1992,694789000.0,7048664.591,417872.923,Wind,-659.873743421216,417872.923
237,Hillburn, ,Hillburn,NY,41.1269,-74.1653,1972,Gas_SC,46,290000.0,3835.247,227.969,Wind,-34625.88942263368,227.969
238,Shoemaker, ,Shoemaker,NY,41.4278,-74.4186,1972,Gas_SC,41,155000.0,2075.403,123.372,Wind,-57083.00799009331,123.372
239,Plant No 2 Freeport, ,Plant No 2 Freeport,NY,40.6447,-73.5683,1969,Gas_SC,96,10824000.0,105952.35,6297.15,Wind,-2480.983690206903,6297.15
240,S A Carlson, ,S A Carlson,NY,42.0933,-79.2478,1951,Gas_SC,95,69026000.0,643513.625,38231.6,Wind,-268.0095254991088,38231.6
241,Asheville, ,Asheville,NC,35.4731,-82.5417,1964,Gas_CC,1421,3057631000.0,22039315.643,1319492.146,Gas,-1.8135030196363902,276123.89589180716
242,Roxboro, ,Roxboro,NC,36.4833,-79.0731,1966,Coal,2573,2310556000.0,55418825.502,5681613.894,Gas,-56.000025475217114,4893173.17944125
243,,,L V Sutton Steam,NC,34.283056,-77.985278,1954,Coal,760,4158880000.0,29036887.88,1725646.213,Wind,110.21058676220729,1725646.213
244,G G Allen,2024,G G Allen,NC,35.1897,-81.0122,1957,Coal,1148,638355000.0,5705477.373,585379.488,Wind,-188.75086445668845,585379.488
245,Buck, ,Buck,NC,35.7133,-80.3767,1941,Gas_CC,1169,3978445000.0,27054524.116,1607803.927,Gas,105.79951520132404,250222.45369544183
246,James E. Rogers Energy Complex,2026,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933,Gas,-18.813374176678415,2622181.5340478923
247,Dan River, ,Dan River,NC,36.4862,-79.7208,1949,Gas_CC,1084,4600143000.0,32132747.475,1909590.869,Gas,94.8616241862559,339864.7796983633
248,Marshall (NC),2034,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479,Gas,-13.892093652436355,3871495.2663420234
249,R M Heskett,2022,R M Heskett,ND,46.8669,-100.8836,1954,Coal,203,459560000.0,5172104.727,561996.822,Gas,-32.66756193083412,405179.2357642113
250,Leland Olds, ,Leland Olds,ND,47.280769,-101.321213,1966,Coal,656,3386956000.0,34761578.759,3784483.071,Gas,-19.8778003079601,2628737.8699232694
251,Milton R Young, ,Milton R Young,ND,47.065854,-101.213093,1970,Coal,734,5172462000.0,51248532.513,5579430.04,Gas,-15.714676247721886,3814409.137971232
252,Cardinal,2030,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151,Gas,-40.718217844635824,6758178.889077929
253,Miami Fort,2027,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331,Gas,-32.18877437853199,4493758.379943697
254,Avon Lake,2022,Avon Lake,OH,41.504453,-82.054619,1949,Coal,873,273478000.0,2536566.807,260085.369,Wind,-470.27524285857083,260085.369
255,,,Conesville,OH,40.1842,-81.8811,1957,Coal,2172,1177468000.0,11834871.111,1213470.392,Wind,-209.19948779450073,1213470.392
256,Tait Electric Generating Station, ,Tait Electric Generating Station,OH,39.727249,-84.211084,1967,Gas_SC,677,267502000.0,3301464.8,194781.3,Wind,-446.7749911504902,194781.3
257,W H Sammis, ,W H Sammis,OH,40.5317,-80.6319,1959,Coal,2464,5476431000.0,53871683.463,5650061.447,Gas,-47.083747453900166,3781315.9282280286
258,West Lorain, ,West Lorain,OH,41.429444,-82.264444,1973,Gas_SC,555,73356000.0,888018.975,51151.294,Wind,-1652.8356496025553,51151.294
259,Kyger Creek, ,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864,Gas,-37.99178590649189,3489330.7538836915
260,Richland, ,Richland,OH,41.305203,-84.334622,1965,Gas_SC,450,261701000.0,3145988.715,186960.261,Wind,-290.70193723029075,186960.261
261,Horseshoe Lake, ,Horseshoe Lake,OK,35.50866,-97.17969,1958,Gas_SC,973,1100144000.0,11918441.24,708294.052,Gas,-143.55999752959963,332887.30077755766
262,Muskogee, ,Muskogee,OK,35.76135,-95.28732,1956,Gas_SC,1889,2887174000.0,31639775.147,2623045.207,Gas,-67.99564179161179,1637842.7139137278
263,Mustang, ,Mustang,OK,35.46988,-97.67498,1950,Gas_SC,995,1161180000.0,10664970.871,629325.727,Gas,-143.3562767235353,233091.40550710843
264,Seminole, ,Seminole,OK,34.96645,-96.7258,1971,Gas_SC,1724,2667360000.0,28228357.389,1677574.715,Gas,-122.31042522813026,767380.2750533259
265,Northeastern, ,Northeastern,OK,36.4317,-95.7008,1961,Coal,1949,3054286000.0,34998029.009,2688246.005,Gas,-78.65187761506212,1646019.1832710365
266,Southwestern, ,Southwestern,OK,35.1009,-98.3524,1952,Gas_SC,657,504821000.0,6010680.263,356641.376,Wind,-202.04554730980178,356641.376
267,Tulsa, ,Tulsa,OK,36.116492,-95.990974,1948,Gas_SC,443,286760000.0,3340183.4050000003,198503.179,Wind,-254.91193648173294,198503.179
268,Anadarko Plant, ,Anadarko Plant,OK,35.0847,-98.23,1953,Gas_CC,534,563726000.0,5410401.36,175547.163,Wind,-279.6313265130415,175547.163
269,Mooreland, ,Mooreland,OK,36.43725,-99.22543,1964,Gas_SC,305,41683000.0,449061.798,26698.286,Wind,-1674.7026867739712,26698.286
270,Brunot Island, ,Brunot Island,PA,40.464851,-80.043761,1972,Gas_CC,414,96989000.0,1344596.326,79904.876,Wind,-720.0302816788469,79904.876
271,Portland (PA), ,Portland (PA),PA,40.910205,-75.079398,1958,Oil,621,1887000.0,17844.539,1447.923,Wind,-67840.6308536427,1447.923
272,Conemaugh, ,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999,Gas,-12.742944432574154,5057036.242489358
273,Homer City Generating Station, ,Homer City Generating Station,PA,40.512825,-79.196107,1969,Coal,2012,3413527000.0,33998054.615,3488198.994,Gas,-31.93718286354202,2323386.8591521163
274,Shawville, ,Shawville,PA,41.06755,-78.366228,1954,Gas_SC,632,1481276000.0,15157043.114,900764.211,Gas,-70.99452065934662,395302.1889158233
275,Keystone, ,Keystone,PA,40.6604,-79.3411,1967,Coal,1880,7931612000.0,77364299.749,7937574.553,Gas,-15.830543503450532,5231037.324349079
276,New Castle Plant, ,New Castle Plant,PA,40.937939,-80.369007,1939,Gas_SC,424,595298000.0,6338136.165,376668.958,Gas,-102.00835842688574,173532.92472688528
277,Brunner Island, ,Brunner Island,PA,40.096111,-76.6962,1961,Gas_SC,1621,2060637000.0,19918795.885,1342783.238,Gas,-81.71400321745233,639623.4319939135
278,TalenEnergy Martins Creek, ,TalenEnergy Martins Creek,PA,40.797762,-75.105416,1954,Gas_SC,2107,429311000.0,4799172.85,286181.735,Wind,-1024.2173895145977,286181.735
279,TalenEnergy Montour, ,TalenEnergy Montour,PA,41.0714,-76.6672,1972,Coal,1774,206762000.0,1974068.631,202540.695,Wind,-1281.1817005734663,202540.695
280,Eddystone Generating Station, ,Eddystone Generating Station,PA,39.858,-75.323,1960,Gas_SC,1566,13291000.0,180277.223,11166.199,Wind,-22124.805389918096,11166.199
281,Hunlock Power Station, ,Hunlock Power Station,PA,41.200556,-76.07,1959,Gas_CC,145,269228000.0,2075792.719,123361.755,Gas,-46.6858115408901,31491.955393661454
282,Manchester Street, ,Manchester Street,RI,41.8167,-71.4042,1995,Gas_CC,515,1107067000.0,13565120.175,804654.425,Gas,-111.22792441739124,426885.3094518758
283,Darlington County, ,Darlington County,SC,34.4185,-80.1657,1974,Oil,1037,5148000.0,62005.218,4473.433,Wind,-35179.19601799237,4473.433
284,W S Lee, ,W S Lee,SC,34.6022,-82.435,1951,Gas_CC,1402,6188730000.0,43079081.452,2560892.822,Gas,88.07585719134434,449086.52801224403
285,Hagood, ,Hagood,SC,32.8265,-79.9634,1991,Gas_SC,176,18096000.0,242570.411,16567.102,Wind,-1530.815848995197,16567.102
286,McMeekin, ,McMeekin,SC,34.0556,-81.2172,1958,Gas_SC,292,1105026000.0,9416088.506,558190.689,Gas,-42.588183324834944,181118.0324420125
287,Urquhart, ,Urquhart,SC,33.435,-81.9111,1953,Gas_CC,755,1363832000.0,15099214.228,899655.8539999999,Gas,-108.71751828733673,434269.7406064751
288,Wateree, ,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999,Gas,-46.1649106306216,574182.6631551767
289,Williams, ,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285,Gas,-17.78591045075108,1706485.221957697
290,Aberdeen CT, ,Aberdeen CT,SD,45.429884,-98.49396,1978,Gas_SC,110,30024000.0,326966.2,19346.300000000003,Wind,-787.0595872412307,19346.300000000003
291,Allen, ,Allen,TN,35.074087,-90.14868,1959,Gas_CC,2764,3815383000.0,24638356.599,1464222.803,Wind,-97.46250332400766,1464222.803
292,Bull Run,2023,Bull Run,TN,36.0211,-84.1567,1967,Coal,950,739769000.0,7270929.042,745998.767,Wind,-76.88192766077665,745998.767
293,Cumberland (TN),2028,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489,Gas,-18.27773445783798,6906594.460810738
294,Gallatin (TN),2031,Gallatin (TN),TN,36.3156,-86.4006,1956,Coal,1914,2765308000.0,27983225.26,2853724.553,Gas,-36.12359314523627,1910106.9062106435
295,John Sevier, ,John Sevier,TN,36.3767,-82.9639,1955,Gas_CC,1796,5176365000.0,35867829.357,2131601.988,Gas,65.07690654375496,365249.2489117007
296,Johnsonville, ,Johnsonville,TN,36.0278,-87.9861,1951,Coal,2906,1049384000.0,8623089.481,498715.351,Wind,-726.8418226525696,498715.351
297,Kingston,2027,Kingston,TN,35.8992,-84.5194,1954,Coal,1700,1746724000.0,18878690.876,1958476.24,Gas,-47.109756380638345,1362434.283563143
298,Laredo, ,Laredo,TX,27.5667,-99.5089,1951,Gas_SC,448,78048000.0,700677.91,41638.487,Wind,-1480.1200875387458,41638.487
299,Nueces Bay, ,Nueces Bay,TX,27.819412,-97.419203,1949,Gas_CC,941,1252086000.0,9111852.548,541505.7170000001,Wind,-106.34507044222951,541505.7170000001
300,Victoria, ,Victoria,TX,28.7883,-97.01,1955,Gas_CC,712,966155000.0,7497727.98,445582.317,Gas,-89.99199429569263,115897.19420942094
301,Lake Hubbard, ,Lake Hubbard,TX,32.8358,-96.5458,1970,Gas_SC,927,473910000.0,5233697.556,311027.425,Wind,-350.3299119645587,311027.425
302,Mountain Creek, ,Mountain Creek,TX,32.7231,-96.9358,1945,Gas_SC,956,421671000.0,4755090.759000001,282593.319,Wind,-419.0043970847497,282593.319
303,Newman,2022,Newman,TX,31.983587,-106.431777,1960,Gas_CC,879,3118790000.0,29565593.574,1757096.285,Gas,-44.46592495313108,692858.492815485
304,Lewis Creek,2034,Lewis Creek,TX,30.4356,-95.5214,1970,Gas_SC,542,2362997000.0,23027716.052,1368501.96,Gas,-42.85842549317974,562166.5830690004
305,Sabine,2023,Sabine,TX,30.0242,-93.878,1962,Gas_SC,2049,4956860000.0,50392669.797,2994758.426,Gas,-67.00096928677426,1303308.298685325
306,Cedar Bayou, ,Cedar Bayou,TX,29.75,-94.9256,1970,Gas_SC,2295,2006819000.0,20382213.632,1211289.521,Wind,-166.18025243151044,1211289.521
307,T H Wharton,2035,T H Wharton,TX,29.9417,-95.5306,1960,Gas_CC,1435,676002000.0,9721290.904,307513.648,Gas,-778.2614100273552,76838.6503270831
308,W A Parish,2025,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015,Gas,-22.565475873706177,7370698.474059058
309,Knox Lee, ,Knox Lee,TX,32.3766,-94.6415,1950,Gas_SC,501,142341000.0,1704954.682,101321.453,Wind,-638.0072352508182,101321.453
310,Wilkes, ,Wilkes,TX,32.848163,-94.547986,1964,Gas_SC,882,751984000.0,7860591.172,467167.276,Wind,-160.12918765345074,467167.276
311,Jones,2031,Jones,TX,33.5239,-101.7392,1971,Gas_SC,858,2817409000.0,28763007.782,1709344.851,Gas,-56.76923286555725,747948.5614643845
312,Nichols,2022,Nichols,TX,35.283357,-101.746423,1960,Gas_SC,473,1351105000.0,14264860.448,847745.3369999999,Gas,-64.47217283546576,386702.1111946526
313,Plant X,2022,Plant X,TX,34.1661,-102.4114,1952,Gas_SC,434,976440000.0,10435557.995,620181.384,Gas,-73.8738907095444,286986.66752321
314,Graham, ,Graham,TX,33.1344,-98.6117,1960,Gas_SC,634,224191000.0,2369463.469,140814.709,Wind,-587.6010510548169,140814.709
315,Handley, ,Handley,TX,32.7283,-97.2192,1948,Gas_SC,1431,606086000.0,7200511.399999999,427917.228,Wind,-415.2462638033485,427917.228
316,Permian Basin, ,Permian Basin,TX,31.5839,-102.9633,1958,Gas_SC,1094,360918000.0,4550546.2,268610.9,Wind,-519.347878896606,268610.9
317,Stryker Creek, ,Stryker Creek,TX,31.93985,-94.989834,1958,Gas_SC,712,226304000.0,2456600.196,145992.466,Wind,-609.4491474424162,145992.466
318,Trinidad (TX), ,Trinidad (TX),TX,32.124519,-96.101277,1965,Gas_SC,243,47639000.0,637461.958,37882.898,Wind,-882.3578727928513,37882.898
319,Decker Creek, ,Decker Creek,TX,30.3033,-97.6128,1971,Gas_SC,930,718600000.0,8587296.678,486626.463,Wind,-185.99973981310802,486626.463
320,Silas Ray, ,Silas Ray,TX,25.9131,-97.5214,1952,Gas_CC,168,116528000.0,1470921.537,87410.28,Wind,-210.48965329817992,87410.28
321,Ray Olinger, ,Ray Olinger,TX,33.068055,-96.452481,1967,Gas_SC,426,20625000.0,249777.525,14853.475,Wind,-4257.073249930562,14853.475
322,Sim Gideon, ,Sim Gideon,TX,30.1456,-97.2708,1965,Gas_SC,623,680051000.0,6856742.529,407490.218,Gas,-116.66898878337413,175433.56307521457
323,J Robert Massengale, ,J Robert Massengale,TX,33.6039,-101.8408,1952,Gas_CC,106,53979000.0,455395.248,27060.001,Wind,-472.2792217576054,27060.001
324,Leon Creek, ,Leon Creek,TX,29.3525,-98.5761,1953,Gas_SC,416,135777000.0,1268963.726,75409.791,Wind,-672.7094405436454,75409.791
325,O W Sommers,2026,O W Sommers,TX,29.308056,-98.3242,1972,Gas_SC,892,979976000.0,10762585.211,639604.099,Gas,-114.39688323802199,305202.7784129095
326,V H Braunig,2024,V H Braunig,TX,29.2567,-98.3825,1966,Gas_SC,1138,4133757000.0,32127964.626,1909358.638,Gas,8.916529337662174,498779.39954300737
327,R W Miller, ,R W Miller,TX,32.6581,-98.3103,1968,Gas_SC,602,200073000.0,2193265.5700000003,130374.992,Wind,-603.0858503762744,130374.992
328,Sam Rayburn, ,Sam Rayburn,TX,28.8947,-97.135,1963,Gas_CC,238,89517000.0,972792.196,59365.893,Wind,-495.1684314943834,59365.893
329,Gadsby, ,Gadsby,UT,40.7686,-111.9289,1951,Gas_SC,491,163696000.0,1944972.928,115585.559,Wind,-476.1255588967663,115585.559
330,Clinch River, ,Clinch River,VA,36.9333,-82.1997,1958,Gas_SC,711,288032000.0,3096889.291,184039.754,Wind,-437.06030048353847,184039.754
331,Chesterfield,2023,Chesterfield,VA,37.3822,-77.3833,1952,Coal,1797,3645796000.0,30464363.285,2020768.003,Gas,-41.639678574444375,776697.7431251332
332,Possum Point, ,Possum Point,VA,38.5367,-77.2806,1948,Oil,2081,3862181000.0,26901544.118,1604137.311,Gas,-9.686436546888753,286229.0900370681
333,Yorktown,2023,Yorktown,VA,37.2144,-76.4611,1957,Gas_SC,1256,65754000.0,770931.991,62395.709,Wind,-3142.749226224084,62395.709
334,Transalta Centralia Generation,2025,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626,Gas,-37.84882381466696,4523666.773535924
335,John E Amos, ,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999,Gas,-21.049981753804502,7292882.321344402
336,FirstEnergy Fort Martin Power Station, ,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081,Gas,-13.725214471432837,3275223.6363005694
337,FirstEnergy Harrison Power Station, ,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678,Gas,-10.151437573008886,6717903.156471164
338,Mitchell (WV), ,Mitchell (WV),WV,39.8297,-80.8153,1971,Coal,1632,3956208000.0,39052565.323,4000630.396,Gas,-30.22534692487963,2650636.9474694114
