,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red
253,,,Sarpy County,NE,41.170594,-95.970603,1972,Gas_SC,335,78588000.0,896091.3119999999,37761.871,Wind,-1240.1874374261142,37761.871
254,,,Clark (NVE),NV,36.0875,-115.0507,1955,Gas_SC,1556,305307000.0,2762815.958,164189.31399999998,Wind,-1293.8708556628185,164189.31399999998
255,,,Fort Churchill,NV,39.1281,-119.1322,1968,Gas_SC,230,660444000.0,7254595.796,431131.175,Gas,-73.12112988498973,205765.09891872815
256,,,Tracy,NV,39.5625,-119.525,1961,Gas_CC,1179,4752087000.0,37371457.612,2220932.507,Gas,10.803074449721553,599357.9293116226
258,,,Merrimack,NH,43.1411,-71.4692,1960,Coal,494,143744000.0,1432798.63,144674.354,Wind,-467.6936103684584,144674.354
259,,,Schiller,NH,43.0978,-70.7842,1952,Coal,171,26631000.0,516433.601,50943.944,Wind,-508.49205490758237,50943.944
261,,,Carlls Corner,NJ,39.4547,-75.2014,1973,Gas_SC,82,8936000.0,235613.9,14599.0,Wind,-834.9020361351681,14599.0
262,,,Sayreville,NJ,40.476525,-74.352336,1955,Oil,462,1176000.0,21190.800000000003,1558.1,Wind,-46295.89252559777,1558.1
263,,,Gilbert,NJ,40.565833,-75.163889,1970,Gas_CC,608,20040000.0,235758.728,14768.308,Wind,-6328.5598166955,14768.308
264,,,Bergen Generating Station,NJ,40.8375,-74.0244,1959,Gas_CC,1415,1137911000.0,13251579.657,787560.252,Gas,-194.46828767413518,399266.108969378
265,,,PSEG Burlington Generating Station,NJ,40.076611,-74.879172,1967,Oil,806,18314000.0,138673.78699999998,8252.529,Wind,-15099.260991091693,8252.529
266,,,PSEG Essex Generating Station,NJ,40.7372,-74.1206,1971,Gas_SC,585,1250000.0,15184.006,910.647,Wind,-100301.55828286865,910.647
267,,,PSEG Kearny Generating Station,NJ,40.737283,-74.096464,1953,Gas_SC,1420,129467000.0,1141909.924,67885.522,Wind,-3099.2242716291203,67885.522
268,,,PSEG Linden Generating Station,NJ,40.6217,-74.2072,1957,Gas_CC,2118,3409922000.0,24664883.538,1465896.209,Gas,-82.36799829270457,302314.22342180926
270,,,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,1948,Gas_CC,1174,3787163000.0,24978556.542,1485966.328,Wind,74.18243849160517,1485966.328
271,,,Howard Down,NJ,39.4889,-75.0347,1942,Oil,137,73522000.0,646348.793,38415.63,Wind,-422.9197816577115,38415.63
272,,,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118,Gas,-14.579910814584505,5413158.976898223
273,,,Rio Grande,NM,31.8047,-106.5472,1957,Gas_SC,397,928728000.0,9949978.056,591310.323,Gas,-65.99092899419082,274396.5723916101
274,,,Maddox,NM,32.714224,-103.301469,1963,Gas_SC,210,524387000.0,5440333.754,323309.838,Gas,-60.91053622109297,144371.06266396862
275,,,Reeves,NM,35.171,-106.6019,1960,Gas_SC,154,123633000.0,1455196.284,86479.228,Gas,-133.14884438805652,44291.42088212796
276,,,San Juan,NM,36.8006,-108.4386,1973,Coal,1848,5352045000.0,59622703.411,6249613.377,Gas,-23.973699011678782,4423312.6146940505
277,,,Cunningham,NM,32.7131,-103.3533,1957,Gas_SC,517,1345768000.0,14318869.367,850966.878,Gas,-61.49236909961777,391744.8190885086
278,,,Danskammer Generating Station,NY,41.571247,-73.974981,1951,Gas_SC,535,12759000.0,143161.891,8486.795,Wind,-10696.525521230336,8486.795
279,,,Arthur Kill Generating Station,NY,40.591564,-74.200035,1959,Gas_SC,895,937632000.0,10129449.587,601846.01,Gas,-142.49333203732337,281893.9101274369
280,,,East River,NY,40.7281,-73.9742,1951,Gas_SC,716,2593206000.0,36564742.325,2173868.175,Gas,-96.23596970084387,1288977.6154818414
284,,,Ravenswood,NY,40.759167,-73.946111,1963,Gas_SC,2633,2186656000.0,18367965.072,1089195.584,Wind,-221.80233850742667,1089195.584
286,,,74th Street,NY,40.768,-73.9515,1968,Oil,36,280000.0,2475553.925,147554.775,Gas,-136.00481347165368,147459.22942565492
287,,,E F Barrett,NY,40.616689,-73.647881,1956,Gas_SC,684,1469493000.0,15812832.339,941535.239,Gas,-93.07963965254092,440093.97942478023
288,,,East Hampton,NY,40.961706,-72.210277,1962,Oil,27,12648000.0,180730.972,14660.503,Wind,-258.80139592001325,14660.503
289,,,Glenwood,NY,40.827149,-73.647473,1952,Gas_SC,338,1765000.0,24477.7,1982.4,Wind,-29269.439670295305,1982.4
290,,,Northport,NY,40.923565,-73.342323,1967,Gas_SC,1564,3136361000.0,31779700.968,1892666.569,Gas,-91.71548510824236,822432.9507911378
291,,,Port Jefferson,NY,40.949696,-73.078507,1948,Gas_SC,590,600008000.0,6140145.224,369870.655,Wind,-152.05621654763678,369870.655
292,,,West Babylon,NY,40.695485,-73.348573,1971,Oil,52,1925000.0,27204.4,2203.0,Wind,-3993.654052771865,2203.0
293,,,Greenidge Generation LLC,NY,42.6789,-76.9483,1950,Gas_SC,162,392792000.0,3849053.684,228303.061,Gas,-78.79370904971468,94268.99943518158
294,,,Bethlehem Energy Center,NY,42.594196,-73.763752,1952,Gas_CC,1292,3346011000.0,34172719.047,2030841.502,Gas,-80.15579317699225,889068.1350002659
296,,,Oswego Harbor Power,NY,43.4586,-76.5319,1948,Oil,1894,51397000.0,606458.455,47784.098,Wind,-6744.601963358092,47784.098
297,,,Bowline Point,NY,41.2044,-73.9689,1972,Gas_SC,1992,694789000.0,7048664.591,417872.923,Wind,-659.873743421216,417872.923
298,,,Hillburn,NY,41.1269,-74.1653,1972,Gas_SC,46,290000.0,3835.247,227.969,Wind,-34625.88942263368,227.969
299,,,Shoemaker,NY,41.4278,-74.4186,1972,Gas_SC,41,155000.0,2075.403,123.372,Wind,-57083.00799009331,123.372
300,,,Plant No 2 Freeport,NY,40.6447,-73.5683,1969,Gas_SC,96,10824000.0,105952.35,6297.15,Wind,-2480.983690206903,6297.15
301,,,S A Carlson,NY,42.0933,-79.2478,1951,Gas_SC,95,69026000.0,643513.625,38231.6,Wind,-268.0095254991088,38231.6
302,,,Asheville,NC,35.4731,-82.5417,1964,Gas_CC,1421,3057631000.0,22039315.643,1319492.146,Gas,-1.8135030196363902,276123.89589180716
305,,,Roxboro,NC,36.4833,-79.0731,1966,Coal,2573,2310556000.0,55418825.502,5681613.894,Gas,-56.000025475217114,4893173.17944125
306,,,L V Sutton Steam,NC,34.283056,-77.985278,1954,Coal,760,4158880000.0,29036887.88,1725646.213,Wind,110.21058676220729,1725646.213
308,,,G G Allen,NC,35.1897,-81.0122,1957,Coal,1148,638355000.0,5705477.373,585379.488,Wind,-188.75086445668845,585379.488
309,,,Buck,NC,35.7133,-80.3767,1941,Gas_CC,1169,3978445000.0,27054524.116,1607803.927,Gas,105.79951520132404,250222.45369544183
310,,,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933,Gas,-18.813374176678415,2622181.5340478923
311,,,Dan River,NC,36.4862,-79.7208,1949,Gas_CC,1084,4600143000.0,32132747.475,1909590.869,Gas,94.8616241862559,339864.7796983633
312,,,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479,Gas,-13.892093652436355,3871495.2663420234
313,,,R M Heskett,ND,46.8669,-100.8836,1954,Coal,203,459560000.0,5172104.727,561996.822,Gas,-32.66756193083412,405179.2357642113
314,,,Leland Olds,ND,47.280769,-101.321213,1966,Coal,656,3386956000.0,34761578.759,3784483.071,Gas,-19.8778003079601,2628737.8699232694
315,,,Milton R Young,ND,47.065854,-101.213093,1970,Coal,734,5172462000.0,51248532.513,5579430.04,Gas,-15.714676247721886,3814409.137971232
316,,,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151,Gas,-40.718217844635824,6758178.889077929
318,,,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331,Gas,-32.18877437853199,4493758.379943697
319,,,Avon Lake,OH,41.504453,-82.054619,1949,Coal,873,273478000.0,2536566.807,260085.369,Wind,-470.27524285857083,260085.369
321,,,Conesville,OH,40.1842,-81.8811,1957,Coal,2172,1177468000.0,11834871.111,1213470.392,Wind,-209.19948779450073,1213470.392
322,,,Tait Electric Generating Station,OH,39.727249,-84.211084,1967,Gas_SC,677,267502000.0,3301464.8,194781.3,Wind,-446.7749911504902,194781.3
325,,,W H Sammis,OH,40.5317,-80.6319,1959,Coal,2464,5476431000.0,53871683.463,5650061.447,Gas,-47.083747453900166,3781315.9282280286
326,,,West Lorain,OH,41.429444,-82.264444,1973,Gas_SC,555,73356000.0,888018.975,51151.294,Wind,-1652.8356496025553,51151.294
327,,,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864,Gas,-37.99178590649189,3489330.7538836915
329,,,Richland,OH,41.305203,-84.334622,1965,Gas_SC,450,261701000.0,3145988.715,186960.261,Wind,-290.70193723029075,186960.261
331,,,Horseshoe Lake,OK,35.50866,-97.17969,1958,Gas_SC,973,1100144000.0,11918441.24,708294.052,Gas,-143.55999752959963,332887.30077755766
332,,,Muskogee,OK,35.76135,-95.28732,1956,Gas_SC,1889,2887174000.0,31639775.147,2623045.207,Gas,-67.99564179161179,1637842.7139137278
333,,,Mustang,OK,35.46988,-97.67498,1950,Gas_SC,995,1161180000.0,10664970.871,629325.727,Gas,-143.3562767235353,233091.40550710843
334,,,Seminole,OK,34.96645,-96.7258,1971,Gas_SC,1724,2667360000.0,28228357.389,1677574.715,Gas,-122.31042522813026,767380.2750533259
335,,,Northeastern,OK,36.4317,-95.7008,1961,Coal,1949,3054286000.0,34998029.009,2688246.005,Gas,-78.65187761506212,1646019.1832710365
336,,,Southwestern,OK,35.1009,-98.3524,1952,Gas_SC,657,504821000.0,6010680.263,356641.376,Wind,-202.04554730980178,356641.376
337,,,Tulsa,OK,36.116492,-95.990974,1948,Gas_SC,443,286760000.0,3340183.4050000003,198503.179,Wind,-254.91193648173294,198503.179
339,,,Anadarko Plant,OK,35.0847,-98.23,1953,Gas_CC,534,563726000.0,5410401.36,175547.163,Wind,-279.6313265130415,175547.163
340,,,Mooreland,OK,36.43725,-99.22543,1964,Gas_SC,305,41683000.0,449061.798,26698.286,Wind,-1674.7026867739712,26698.286
341,,,Brunot Island,PA,40.464851,-80.043761,1972,Gas_CC,414,96989000.0,1344596.326,79904.876,Wind,-720.0302816788469,79904.876
343,,,Portland (PA),PA,40.910205,-75.079398,1958,Oil,621,1887000.0,17844.539,1447.923,Wind,-67840.6308536427,1447.923
345,,,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999,Gas,-12.742944432574154,5057036.242489358
346,,,Homer City Generating Station,PA,40.512825,-79.196107,1969,Coal,2012,3413527000.0,33998054.615,3488198.994,Gas,-31.93718286354202,2323386.8591521163
348,,,Shawville,PA,41.06755,-78.366228,1954,Gas_SC,632,1481276000.0,15157043.114,900764.211,Gas,-70.99452065934662,395302.1889158233
350,,,Keystone,PA,40.6604,-79.3411,1967,Coal,1880,7931612000.0,77364299.749,7937574.553,Gas,-15.830543503450532,5231037.324349079
351,,,New Castle Plant,PA,40.937939,-80.369007,1939,Gas_SC,424,595298000.0,6338136.165,376668.958,Gas,-102.00835842688574,173532.92472688528
352,,,Brunner Island,PA,40.096111,-76.6962,1961,Gas_SC,1621,2060637000.0,19918795.885,1342783.238,Gas,-81.71400321745233,639623.4319939135
353,,,TalenEnergy Martins Creek,PA,40.797762,-75.105416,1954,Gas_SC,2107,429311000.0,4799172.85,286181.735,Wind,-1024.2173895145977,286181.735
354,,,TalenEnergy Montour,PA,41.0714,-76.6672,1972,Coal,1774,206762000.0,1974068.631,202540.695,Wind,-1281.1817005734663,202540.695
355,,,Eddystone Generating Station,PA,39.858,-75.323,1960,Gas_SC,1566,13291000.0,180277.223,11166.199,Wind,-22124.805389918096,11166.199
357,,,Hunlock Power Station,PA,41.200556,-76.07,1959,Gas_CC,145,269228000.0,2075792.719,123361.755,Gas,-46.6858115408901,31491.955393661454
359,,,Darlington County,SC,34.4185,-80.1657,1974,Oil,1037,5148000.0,62005.218,4473.433,Wind,-35179.19601799237,4473.433
360,,,W S Lee,SC,34.6022,-82.435,1951,Gas_CC,1402,6188730000.0,43079081.452,2560892.822,Gas,88.07585719134434,449086.52801224403
362,,,McMeekin,SC,34.0556,-81.2172,1958,Gas_SC,292,1105026000.0,9416088.506,558190.689,Gas,-42.588183324834944,181118.0324420125
363,,,Urquhart,SC,33.435,-81.9111,1953,Gas_CC,755,1363832000.0,15099214.228,899655.8539999999,Gas,-108.71751828733673,434269.7406064751
364,,,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999,Gas,-46.1649106306216,574182.6631551767
365,,,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285,Gas,-17.78591045075108,1706485.221957697
368,,,Aberdeen CT,SD,45.429884,-98.49396,1978,Gas_SC,110,30024000.0,326966.2,19346.300000000003,Wind,-787.0595872412307,19346.300000000003
370,,,Allen,TN,35.074087,-90.14868,1959,Gas_CC,2764,3815383000.0,24638356.599,1464222.803,Wind,-97.46250332400766,1464222.803
371,,,Bull Run,TN,36.0211,-84.1567,1967,Coal,950,739769000.0,7270929.042,745998.767,Wind,-76.88192766077665,745998.767
372,,,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489,Gas,-18.27773445783798,6906594.460810738
373,,,Gallatin (TN),TN,36.3156,-86.4006,1956,Coal,1914,2765308000.0,27983225.26,2853724.553,Gas,-36.12359314523627,1910106.9062106435
374,,,John Sevier,TN,36.3767,-82.9639,1955,Gas_CC,1796,5176365000.0,35867829.357,2131601.988,Gas,65.07690654375496,365249.2489117007
375,,,Johnsonville,TN,36.0278,-87.9861,1951,Coal,2906,1049384000.0,8623089.481,498715.351,Wind,-726.8418226525696,498715.351
376,,,Kingston,TN,35.8992,-84.5194,1954,Coal,1700,1746724000.0,18878690.876,1958476.24,Gas,-47.109756380638345,1362434.283563143
377,,,Laredo,TX,27.5667,-99.5089,1951,Gas_SC,448,78048000.0,700677.91,41638.487,Wind,-1480.1200875387458,41638.487
378,,,Nueces Bay,TX,27.819412,-97.419203,1949,Gas_CC,941,1252086000.0,9111852.548,541505.7170000001,Wind,-106.34507044222951,541505.7170000001
379,,,Victoria,TX,28.7883,-97.01,1955,Gas_CC,712,966155000.0,7497727.98,445582.317,Gas,-89.99199429569263,115897.19420942094
380,,,Lake Hubbard,TX,32.8358,-96.5458,1970,Gas_SC,927,473910000.0,5233697.556,311027.425,Wind,-350.3299119645587,311027.425
381,,,Mountain Creek,TX,32.7231,-96.9358,1945,Gas_SC,956,421671000.0,4755090.759000001,282593.319,Wind,-419.0043970847497,282593.319
382,,,Newman,TX,31.983587,-106.431777,1960,Gas_CC,879,3118790000.0,29565593.574,1757096.285,Gas,-44.46592495313108,692858.492815485
383,,,Lewis Creek,TX,30.4356,-95.5214,1970,Gas_SC,542,2362997000.0,23027716.052,1368501.96,Gas,-42.85842549317974,562166.5830690004
384,,,Sabine,TX,30.0242,-93.878,1962,Gas_SC,2049,4956860000.0,50392669.797,2994758.426,Gas,-67.00096928677426,1303308.298685325
385,,,Cedar Bayou,TX,29.75,-94.9256,1970,Gas_SC,2295,2006819000.0,20382213.632,1211289.521,Wind,-166.18025243151044,1211289.521
387,,,T H Wharton,TX,29.9417,-95.5306,1960,Gas_CC,1435,676002000.0,9721290.904,307513.648,Gas,-778.2614100273552,76838.6503270831
388,,,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015,Gas,-22.565475873706177,7370698.474059058
389,,,Knox Lee,TX,32.3766,-94.6415,1950,Gas_SC,501,142341000.0,1704954.682,101321.453,Wind,-638.0072352508182,101321.453
391,,,Wilkes,TX,32.848163,-94.547986,1964,Gas_SC,882,751984000.0,7860591.172,467167.276,Wind,-160.12918765345074,467167.276
392,,,Jones,TX,33.5239,-101.7392,1971,Gas_SC,858,2817409000.0,28763007.782,1709344.851,Gas,-56.76923286555725,747948.5614643845
393,,,Nichols,TX,35.283357,-101.746423,1960,Gas_SC,473,1351105000.0,14264860.448,847745.3369999999,Gas,-64.47217283546576,386702.1111946526
394,,,Plant X,TX,34.1661,-102.4114,1952,Gas_SC,434,976440000.0,10435557.995,620181.384,Gas,-73.8738907095444,286986.66752321
395,,,Graham,TX,33.1344,-98.6117,1960,Gas_SC,634,224191000.0,2369463.469,140814.709,Wind,-587.6010510548169,140814.709
396,,,Handley,TX,32.7283,-97.2192,1948,Gas_SC,1431,606086000.0,7200511.399999999,427917.228,Wind,-415.2462638033485,427917.228
398,,,Permian Basin,TX,31.5839,-102.9633,1958,Gas_SC,1094,360918000.0,4550546.2,268610.9,Wind,-519.347878896606,268610.9
399,,,Stryker Creek,TX,31.93985,-94.989834,1958,Gas_SC,712,226304000.0,2456600.196,145992.466,Wind,-609.4491474424162,145992.466
400,,,Trinidad (TX),TX,32.124519,-96.101277,1965,Gas_SC,243,47639000.0,637461.958,37882.898,Wind,-882.3578727928513,37882.898
401,,,Decker Creek,TX,30.3033,-97.6128,1971,Gas_SC,930,718600000.0,8587296.678,486626.463,Wind,-185.99973981310802,486626.463
402,,,Silas Ray,TX,25.9131,-97.5214,1952,Gas_CC,168,116528000.0,1470921.537,87410.28,Wind,-210.48965329817992,87410.28
403,,,Ray Olinger,TX,33.068055,-96.452481,1967,Gas_SC,426,20625000.0,249777.525,14853.475,Wind,-4257.073249930562,14853.475
404,,,Sim Gideon,TX,30.1456,-97.2708,1965,Gas_SC,623,680051000.0,6856742.529,407490.218,Gas,-116.66898878337413,175433.56307521457
405,,,J Robert Massengale,TX,33.6039,-101.8408,1952,Gas_CC,106,53979000.0,455395.248,27060.001,Wind,-472.2792217576054,27060.001
406,,,Leon Creek,TX,29.3525,-98.5761,1953,Gas_SC,416,135777000.0,1268963.726,75409.791,Wind,-672.7094405436454,75409.791
407,,,O W Sommers,TX,29.308056,-98.3242,1972,Gas_SC,892,979976000.0,10762585.211,639604.099,Gas,-114.39688323802199,305202.7784129095
408,,,V H Braunig,TX,29.2567,-98.3825,1966,Gas_SC,1138,4133757000.0,32127964.626,1909358.638,Gas,8.916529337662174,498779.39954300737
409,,,R W Miller,TX,32.6581,-98.3103,1968,Gas_SC,602,200073000.0,2193265.5700000003,130374.992,Wind,-603.0858503762744,130374.992
410,,,Sam Rayburn,TX,28.8947,-97.135,1963,Gas_CC,238,89517000.0,972792.196,59365.893,Wind,-495.1684314943834,59365.893
411,,,Gadsby,UT,40.7686,-111.9289,1951,Gas_SC,491,163696000.0,1944972.928,115585.559,Wind,-476.1255588967663,115585.559
414,,,Clinch River,VA,36.9333,-82.1997,1958,Gas_SC,711,288032000.0,3096889.291,184039.754,Wind,-437.06030048353847,184039.754
416,,,Chesterfield,VA,37.3822,-77.3833,1952,Coal,1797,3645796000.0,30464363.285,2020768.003,Gas,-41.639678574444375,776697.7431251332
417,,,Possum Point,VA,38.5367,-77.2806,1948,Oil,2081,3862181000.0,26901544.118,1604137.311,Gas,-9.686436546888753,286229.0900370681
418,,,Yorktown,VA,37.2144,-76.4611,1957,Gas_SC,1256,65754000.0,770931.991,62395.709,Wind,-3142.749226224084,62395.709
419,,,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626,Gas,-37.84882381466696,4523666.773535924
420,,,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999,Gas,-21.049981753804502,7292882.321344402
421,,,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081,Gas,-13.725214471432837,3275223.6363005694
422,,,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678,Gas,-10.151437573008886,6717903.156471164
423,,,Mitchell (WV),WV,39.8297,-80.8153,1971,Coal,1632,3956208000.0,39052565.323,4000630.396,Gas,-30.22534692487963,2650636.9474694114
424,,,Mt Storm,WV,39.2008,-79.2636,1965,Coal,1680,5067481000.0,50102368.115,5140495.682,Gas,-26.85059692698824,3411297.8869009465
427,,,Blount Street,WI,43.0789,-89.3744,1925,Gas_SC,187,32919000.0,447227.249,26577.625,Wind,-1020.4324999532528,26577.625
430,,,Port Washington Generating Station,WI,43.3842,-87.8689,1935,Gas_CC,1543,8508804000.0,57597461.083,3422935.237,Wind,85.36777241353397,3422935.237
431,,,South Oak Creek,WI,42.8457,-87.8294,1959,Coal,1258,3381674000.0,33900439.978,3553613.478,Gas,-23.581468772687113,2399670.6759364507
433,,,Edgewater,WI,43.715142,-87.705863,1951,Coal,833,1189922000.0,12373316.499,1297712.24,Wind,-43.672157954290064,1297712.24
436,,,Pulliam,WI,44.54,-88.0086,1943,Coal,670,63923000.0,753750.054,44793.789,Wind,-2241.74519002916,44793.789
437,,,West Marinette,WI,45.0869,-87.6881,1971,Gas_SC,185,116588000.0,1464473.521,86512.441,Wind,-242.22933563708483,86512.441
438,,,Weston,WI,44.8606,-89.6553,1954,Coal,1161,4569811000.0,38439205.681,4025257.937,Gas,-5.636976486075939,2465882.1632734872
440,,,Genoa,WI,43.5589,-91.2325,1969,Coal,345,1006246000.0,10542454.298,1105690.912,Gas,-25.041147901852582,762325.3691341772
441,,,Dave Johnston,WY,42.8378,-105.7769,1959,Coal,921,4779630000.0,51464143.522,5397569.887,Gas,-20.183228666359874,3766596.6959038144
442,,,Naughton,WY,41.7581,-110.5983,1963,Coal,832,2905299000.0,30338463.637,3056807.435,Gas,-22.89430178505924,2065420.072145855
443,,,Powerlane Plant,TX,33.1707,-96.1264,1966,Gas_SC,110,8128000.0,108269.125,6443.4,Wind,-2508.015406373306,6443.4
444,,,Spencer,TX,33.1975,-97.1061,1955,Gas_SC,172,2984000.0,49105.425,2919.1,Wind,-8849.227360806162,2919.1
445,,,John P Madgett,WI,44.303583,-91.912647,1979,Coal,387,1566399000.0,17609570.054,1846887.813,Gas,-25.732160389860063,1312378.9126123395
446,,,Thomas C Ferguson,TX,30.558,-98.3705,1974,Gas_CC,1020,2336710000.0,23833676.627,1416400.308,Gas,-69.55577065584271,619034.9543290321
447,,,Barney M Davis,TX,27.6064,-97.3117,1974,Gas_CC,1081,1335596000.0,10299947.489,612109.759,Wind,-133.60964525700203,612109.759
448,,,Riverside (OK),OK,35.9978,-95.9567,1974,Gas_SC,1120,360773000.0,4471766.243,265563.063,Wind,-565.1919489613981,265563.063
450,,,James H Miller Jr,AL,33.6319,-87.0597,1978,Coal,2820,17594945000.0,179699736.425,18846905.225,Gas,-23.913325280002258,12842908.347875228
451,,,Pleasants Power Station,WV,39.366667,-81.294444,1979,Coal,1368,5439737000.0,51133697.24,5246313.091,Gas,-19.263487974594607,3390088.8197459504
452,,,White Bluff,AR,34.4228,-92.1406,1980,Coal,1800,4195667000.0,46014977.17,4824080.41,Gas,-46.32810167874872,3392375.362586924
454,,,Newton,IL,38.9361,-88.2781,1977,Coal,1234,2860079000.0,28793934.068,3019906.626,Gas,-22.711856342844353,2043949.873402584
455,,,East Bend,KY,38.9036,-84.8514,1981,Coal,772,2492997000.0,26608833.796,2730062.755,Gas,-27.54863629637719,1879366.93283736
457,,,Craig (CO),CO,40.4627,-107.5912,1979,Coal,1426,7639894000.0,80418011.579,8434235.936,Gas,-23.770901150960327,5827242.863980493
458,,,Coal Creek,ND,47.377743,-101.157058,1979,Coal,1216,8841523000.0,87657916.149,9543316.525,Gas,-15.608427303198818,6526286.549570872
459,,,Belle River,MI,42.7756,-82.495,1981,Coal,1659,4950838000.0,49747806.267,5018291.802,Gas,-36.39832588238033,3328896.5870021326
460,,,Greenwood (MI),MI,43.1056,-82.6964,1979,Gas_SC,1070,1025811000.0,10833548.402,642438.498,Gas,-168.94854578799448,292396.7081268154
461,,,H L Spurlock,KY,38.7,-83.8181,1977,Coal,1607,8104889000.0,73851755.807,7577184.401000001,Gas,-11.793590116433046,4811519.134899827
462,,,Manatee,FL,27.6058,-82.3456,1976,Gas_SC,2949,9844684000.0,74676196.824,4450233.3780000005,Gas,33.889917897792465,1090890.5671938164
463,,,Martin,FL,27.0536,-80.5628,1980,Gas_CC,6069,11444544000.0,78574021.87,4670052.302,Gas,15.070221860116582,764782.5534377252
464,,,DeBary,FL,28.903863,-81.332329,1975,Oil,808,151523000.0,1880178.913,113573.26,Wind,-945.7611693505096,113573.26
465,,,Wansley,GA,33.41342,-85.032329,1976,Coal,1956,238194000.0,2421208.108,248110.061,Wind,-1092.447199210478,248110.061
466,,,Big Cajun 2,LA,30.7261,-91.3692,1981,Coal,2632,1373749000.0,15225489.627,1075686.12,Wind,-260.59556272126076,1075686.12
467,,,Cascade Creek,MN,44.0322,-92.4908,1975,Gas_SC,84,10936000.0,177946.08599999998,6756.715,Wind,-1829.9343738935956,6756.715
469,,,Nearman Creek,KS,39.1681,-94.6975,1981,Coal,671,1208375000.0,13611277.482,1423278.426,Gas,-46.940402688714876,1010939.5567170526
470,,,Iatan,MO,39.4472,-94.98,1980,Coal,1725,7571663000.0,65703095.582,6890941.699,Gas,-10.973939422109249,4307231.377277415
471,,,Jeffrey Energy Center,KS,39.286453,-96.117231,1978,Coal,2160,7742614000.0,77712558.28,8145164.31,Gas,-30.448209733358038,5503119.661563613
473,,,Victor J Daniel Jr,MS,30.5322,-88.5553,1977,Gas_CC,2226,11271082000.0,86375917.652,6399159.56,Gas,11.774475766528097,2553080.9772128845
475,,,Colstrip,MT,45.8831,-106.614,1975,Coal,2362,8885187000.0,86999147.495,9121047.328,Gas,-22.549602293847865,6089117.702720147
476,,,Gerald Gentleman,NE,41.0808,-101.1408,1979,Coal,1362,7412380000.0,69650462.925,7304937.575,Gas,-50.14038298329376,4775580.059414579
477,,,Stony Brook,MA,42.1978,-72.5106,1981,Gas_CC,956,77144000.0,916619.075,55276.025,Wind,-2682.1179246514344,55276.025
479,,,R M Schahfer,IN,41.2164,-87.0261,1976,Coal,2200,3160356000.0,36912136.116,3810973.865,Gas,-41.31128048360124,2732552.3323039594
480,,,Lewis & Clark,MT,47.6785,-104.15665,1958,Coal,68,256912000.0,3179862.54,345979.82,Gas,-34.67942344469673,258312.66072806824
481,,,Sherburne County,MN,45.3808,-93.8931,1976,Coal,2468,9614564000.0,96765805.27,10148791.521,Gas,-17.636604712897128,6867973.5229377
483,,,Sooner,OK,36.45307,-97.05279,1979,Coal,2088,2562602000.0,26416800.709,2765181.454,Wind,-61.41572410134801,2765181.454
484,,,Nebraska City,NE,40.6214,-95.7764,1979,Coal,1389,8317716000.0,83716848.543,8770945.502,Gas,-58.616035999491444,5932656.3860743325
485,,,Big Stone,SD,45.303652,-96.510067,1975,Coal,451,1744633000.0,19793030.226,2075891.345,Gas,-46.94290567764081,1480562.9092629845
486,,,Wyodak,WY,44.290128,-105.381482,1978,Coal,402,2010496000.0,22292803.882,2338068.07,Gas,-22.0806539244401,1652018.087719757
487,,,Boardman,OR,45.693182,-119.808819,1980,Coal,642,1747200000.0,17715313.534,1857983.613,Gas,-24.436252217253283,1261779.2290867565
489,,,Gibson,IN,38.372222,-87.765833,1975,Coal,3335,12883913000.0,121401225.622,12455766.038,Gas,-14.296776809204147,8059334.368725259
490,,,McIntosh,GA,32.356287,-81.168347,1979,Gas_SC,985,59530000.0,791241.0,47043.4,Wind,-3050.4607910307577,47043.4
