,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,ori_rep,new_capacity,cum_emission,cum_red,cum_red_prev
45,Scattergood,CA,33.918151,-118.427648,1958,Gas_SC,1714,1773127000.0,13597388.757,794092.53,Solar,-62.50867458094322,794092.53,Gas_SC→Solar,5356.25,73254917.114,0.06314312219313953,0.06234902966313953
483,Sooner,OK,36.45307,-97.05279,1979,Coal,2088,2562602000.0,26416800.709,2765181.454,Wind,-61.41572410134801,2765181.454,Coal→Wind,4015.3846153846152,76020098.56799999,0.06590830364713954,0.06314312219313954
617,Louisa Generation Facility,VA,38.1181,-78.2139,2003,Gas_SC,507,378549000.0,4005133.685,238054.684,Wind,-59.648760288902125,238054.684,Gas_SC→Wind,975.0,76258153.25199999,0.06614635833113953,0.06590830364713954
1102,Sundance,AZ,32.9285,-111.5899,2002,Gas_SC,690,470536000.0,4685144.242,278431.814,Solar,-59.33076738258882,278431.814,Gas_SC→Solar,2156.2499999999995,76536585.06599998,0.06642479014513954,0.06614635833113953
105,Kincaid Generation LLC,IL,39.590556,-89.496389,1967,Coal,1318,1624422000.0,16187689.842,1697765.107,Wind,-58.96950778903677,1697765.107,Coal→Wind,2534.6153846153848,78234350.17299998,0.06812255525213953,0.06642479014513954
682,Gerald Andrus,MS,33.35,-91.1167,1975,Gas_SC,781,1038230000.0,11519664.597,684678.854,Wind,-58.46459044539054,684678.854,Gas_SC→Wind,1501.9230769230771,78919029.02699998,0.06880723410613954,0.06812255525213953
903,Kalamazoo River Generating Station,MI,42.281345,-85.494956,1999,Gas_SC,77,78808000.0,959163.599,57002.899000000005,Wind,-58.36972404739285,57002.899000000005,Gas_SC→Wind,148.0769230769231,78976031.92599998,0.06886423700513955,0.06880723410613954
1138,Bennett Mountain,ID,43.147153,-115.666637,2005,Gas_SC,392,315698000.0,3400267.35,202071.538,Wind,-57.89602701608814,202071.538,Gas_SC→Wind,753.8461538461539,79178103.46399999,0.06906630854313955,0.06886423700513955
717,Foster Wheeler Mt Carmel Cogen,PA,40.811189,-76.452951,1990,Coal,47,41791000.0,774489.808,91160.458,Gas,-57.489611899669214,76899.93979480406,Coal→Gas,72.3076923076923,79269263.92199999,0.06914320848293436,0.06906630854313955
530,Independence Steam Electric Station,AR,35.678442,-91.408761,1983,Coal,1800,3136187000.0,35188269.116000004,3688666.339,Gas,-56.61506096454752,2618492.0955409096,Coal→Gas,2769.2307692307695,82957930.26099999,0.07176170057847527,0.06914320848293436
352,Brunner Island,PA,40.096111,-76.6962,1961,Gas_SC,1621,2060637000.0,19918795.885,1342783.238,Wind,-56.43275318748707,1342783.238,Gas_SC→Wind,3117.3076923076924,84300713.499,0.07310448381647527,0.07176170057847527
6,Dolet Hills,LA,32.030556,-93.569167,1986,Coal,720,793116000.0,7632777.63,830981.316,Wind,-55.91718744190005,830981.316,Coal→Wind,1384.6153846153848,85131694.815,0.07393546513247527,0.07310448381647527
129,Lansing,IA,43.3359,-91.1675,1948,Coal,339,405557000.0,4329877.575,453574.457,Wind,-55.63969878217711,453574.457,Coal→Wind,651.923076923077,85585269.272,0.07438903958947528,0.07393546513247527
373,Gallatin (TN),TN,36.3156,-86.4006,1956,Coal,1914,2765308000.0,27983225.26,2853724.553,Gas,-55.047453897584354,1910106.9062106435,Coal→Gas,2944.6153846153848,88438993.825,0.07629914649568592,0.07438903958947528
198,J H Campbell,MI,42.910296,-86.20074,1962,Coal,1577,7290821000.0,70803324.577,7425853.869,Gas,-54.9839889662739,4937976.440813909,Coal→Gas,2426.153846153846,95864847.694,0.08123712293649983,0.07629914649568592
678,Belews Creek,NC,36.2811,-80.0603,1974,Coal,2490,5751348000.0,51475866.161,4846203.945,Gas,-53.28315383312849,2883647.3452915153,Coal→Gas,3830.7692307692305,100711051.639,0.08412077028179134,0.08123712293649983
201,Monroe (MI),MI,41.8906,-83.3464,1969,Coal,3288,14295504000.0,136084002.376,14276708.615,Gas,-52.86496861314476,9398593.828456212,Coal→Gas,5058.461538461539,114987760.254,0.09351936411024755,0.08412077028179134
217,Hoot Lake,MN,46.290641,-96.043252,1914,Coal,137,213468000.0,2501980.075,262407.725,Gas,-52.435136369491346,189565.14405609417,Coal→Gas,210.76923076923077,115250167.97899999,0.09370892925430364,0.09351936411024755
351,New Castle Plant,PA,40.937939,-80.369007,1939,Gas_SC,424,595298000.0,6338136.165,376668.958,Wind,-52.200877071895384,376668.958,Gas_SC→Wind,815.3846153846154,115626836.93699999,0.09408559821230365,0.09370892925430364
310,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933,Gas,-52.04421805909957,2622181.5340478923,Coal→Gas,3907.6923076923076,120224436.86999999,0.09670777974635154,0.09408559821230365
1277,Mariposa Energy Project,CA,37.789167,-121.601944,2012,Gas_SC,196,130768000.0,1143482.591,67953.93,Wind,-51.46363633423512,67953.93,Gas_SC→Wind,376.92307692307696,120292390.8,0.09677573367635155,0.09670777974635154
364,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999,Gas,-50.73035477762875,574182.6631551767,Coal→Gas,1184.6153846153848,121178797.291,0.09734991633950674,0.09677573367635155
452,White Bluff,AR,34.4228,-92.1406,1980,Coal,1800,4195667000.0,46014977.17,4824080.41,Gas,-50.605561257076396,3392375.362586924,Coal→Gas,2769.2307692307695,126002877.70099999,0.10074229170209366,0.09734991633950674
922,Alliant Energy Neenah,WI,44.1936,-88.5064,2000,Gas_SC,370,421449000.0,4657196.2,274772.3,Wind,-50.379246858660466,274772.3,Gas_SC→Wind,711.5384615384615,126277650.00099999,0.10101706400209366,0.10074229170209366
268,PSEG Linden Generating Station,NJ,40.6217,-74.2072,1957,Gas_CC,2118,3409922000.0,24664883.538,1465896.209,Wind,-49.50126185044168,1465896.209,Gas_CC→Wind,4073.0769230769233,127743546.21,0.10248296021109367,0.10101706400209366
649,Solway CT,MN,47.544582,-95.129652,2003,Gas_SC,51,56922000.0,523406.292,31105.411,Wind,-48.928920388565906,31105.411,Gas_SC→Wind,98.07692307692308,127774651.62099999,0.10251406562209366,0.10248296021109367
1188,Riverside Energy Resource Center,CA,33.9636,-117.4528,2006,Gas_SC,196,125585000.0,1047800.734,62271.338,Solar,-48.91593107248985,62271.338,Gas_SC→Solar,612.4999999999999,127836922.95899999,0.10257633696009366,0.10251406562209366
162,Shawnee,KY,37.1517,-88.775,1953,Coal,1750,4089194000.0,44866116.756,4705547.174,Gas,-48.171544347106455,3310174.3549342193,Coal→Gas,2692.3076923076924,132542470.13299999,0.10588651131502788,0.10257633696009366
1167,Hawkeye Energy Greenport LLC,NY,41.10603,-72.376155,2003,Oil,54,56092000.0,553676.246,44926.808,Wind,-47.70707243709116,44926.808,Oil→Wind,103.84615384615385,132587396.94099998,0.10593143812302788,0.10588651131502788
529,R D Green,KY,37.6461,-87.5,1979,Coal,586,1302573000.0,13717138.673,1407376.869,Gas,-47.65912176321044,962894.4211022062,Coal→Gas,901.5384615384615,133994773.80999999,0.10689433254413008,0.10593143812302788
95,Arvah B Hopkins,FL,30.4522,-84.4,1970,Gas_CC,1107,1412279000.0,11056639.06,657115.279,Wind,-47.13682659529281,657115.279,Gas_CC→Wind,2128.846153846154,134651889.089,0.10755144782313009,0.10689433254413008
616,Marsh Run Generation Facility,VA,38.5283,-77.7681,2004,Gas_SC,708,596322000.0,5981067.2530000005,355516.912,Wind,-46.88689498392264,355516.912,Gas_SC→Wind,1361.5384615384617,135007406.001,0.10790696473513009,0.10755144782313009
116,Harding Street,IN,39.711319,-86.196867,1941,Gas_SC,1176,1737404000.0,17931821.542,1065762.083,Wind,-44.959003001244106,1065762.083,Gas_SC→Wind,2261.5384615384614,136073168.084,0.1089727268181301,0.10790696473513009
651,Evander Andrews Power Complex,ID,43.179176,-115.734315,2001,Gas_SC,269,280995000.0,2986230.084,177466.461,Wind,-44.92475454979531,177466.461,Gas_SC→Wind,517.3076923076923,136250634.545,0.10915019327913009,0.1089727268181301
215,Allen S King,MN,45.03,-92.7786,1958,Coal,598,894925000.0,8883284.94,931679.661,Gas,-44.899827103079716,626300.6498544188,Coal→Gas,920.0,137182314.206,0.1097764939289845,0.10915019327913009
1063,Vandolah Power Station,FL,27.523607,-81.923951,2002,Gas_SC,728,586287000.0,5852124.626,348686.199,Wind,-44.34794935578474,348686.199,Gas_SC→Wind,1400.0000000000002,137531000.405,0.11012518012798451,0.1097764939289845
312,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479,Gas,-44.19193229365324,3871495.2663420234,Coal→Gas,3258.4615384615386,143635876.884,0.11399667539432654,0.11012518012798451
455,East Bend,KY,38.9036,-84.8514,1981,Coal,772,2492997000.0,26608833.796,2730062.755,Gas,-43.738028316298525,1879366.93283736,Coal→Gas,1187.6923076923078,146365939.639,0.1158760423271639,0.11399667539432654
433,Edgewater,WI,43.715142,-87.705863,1951,Coal,833,1189922000.0,12373316.499,1297712.24,Wind,-43.672157954290064,1297712.24,Coal→Wind,1601.9230769230771,147663651.879,0.1171737545671639,0.1158760423271639
1142,Hardin Generator Project,MT,45.7578,-107.6,2006,Coal,115,62035000.0,764993.942,79515.822,Wind,-43.53325184354957,79515.822,Coal→Wind,221.15384615384616,147743167.701,0.1172532703891639,0.1171737545671639
1155,Feather River Energy Center,CA,39.109344,-121.60931,2003,Gas_SC,47,34524000.0,339638.412,20184.611,Wind,-43.01748158795658,20184.611,Gas_SC→Wind,90.38461538461539,147763352.312,0.1172734550001639,0.1172532703891639
22,Seminole (FL),FL,29.733056,-81.632778,1984,Coal,2278,7093448000.0,68315035.552,7009117.937,Gas,-42.14756521952577,4588590.925403944,Coal→Gas,3504.6153846153848,154772470.249,0.12186204592556783,0.1172734550001639
1115,University Park North,IL,41.4425,-87.7514,2002,Gas_SC,720,858680000.0,8143022.589,483947.538,Wind,-41.7103091326189,483947.538,Gas_SC→Wind,1384.6153846153848,155256417.787,0.12234599346356784,0.12186204592556783
62,Stanton Energy Center,FL,28.4822,-81.1678,1987,Coal,1260,5925807000.0,54802139.683,4917903.897,Gas,-41.39306665904313,2895815.921024848,Coal→Gas,1938.4615384615383,160174321.68400002,0.12524180938459267,0.12234599346356784
558,Clover,VA,36.869,-78.704,1995,Coal,848,1360680000.0,13959582.122,1432252.161,Gas,-40.9192719866155,967941.6177862454,Coal→Gas,1304.6153846153848,161606573.84500003,0.12620975100237894,0.12524180938459267
49,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386,Gas,-40.901854552730946,3296925.641795266,Coal→Gas,2513.846153846154,166489824.23100004,0.1295066766441742,0.12620975100237894
784,Westwood Generation LLC,PA,40.6191,-76.45,1987,Coal,36,214724000.0,3723178.783,440344.765,Gas,-40.77345037405747,367073.59390831774,Coal→Gas,55.38461538461539,166930168.99600002,0.1298737502380825,0.1295066766441742
838,Ocean State Power II,RI,42.0099,-71.6701,1991,Gas_CC,252,421685000.0,5073498.176,301591.385,Wind,-40.51143960979199,301591.385,Gas_CC→Wind,484.61538461538464,167231760.381,0.13017534162308253,0.1298737502380825
514,Winyah,SC,33.33184,-79.357236,1975,Coal,1260,2631016000.0,26210305.23,2689178.031,Gas,-40.030921368767196,1791385.406603316,Coal→Gas,1938.4615384615383,169920938.412,0.13196672702968584,0.13017534162308253
513,Pawnee,CO,40.2217,-103.6803,1981,Coal,552,3337217000.0,36728409.412,3851491.118,Gas,-39.63792469506935,2712718.564503089,Coal→Gas,849.2307692307692,173772429.53,0.13467944559418893,0.13196672702968584
244,Lon Wright,NE,41.4281,-96.4623,1957,Coal,211,327347000.0,3305806.129,340384.907,Gas,-39.49552378440372,228682.9172673715,Coal→Gas,324.6153846153846,174112814.437,0.1349081285114563,0.13467944559418893
479,R M Schahfer,IN,41.2164,-87.0261,1976,Coal,2200,3160356000.0,36912136.116,3810973.865,Gas,-39.23390372720565,2732552.3323039594,Coal→Gas,3384.6153846153848,177923788.30200002,0.13764068084376027,0.1349081285114563
325,W H Sammis,OH,40.5317,-80.6319,1959,Coal,2464,5476431000.0,53871683.463,5650061.447,Gas,-39.07816128571664,3781315.9282280286,Coal→Gas,3790.7692307692305,183573849.749,0.1414219967719883,0.13764068084376027
492,Flint Creek,AR,36.2561,-94.5241,1978,Coal,558,1992327000.0,20074444.36,2105410.454,Gas,-39.01196635194906,1425560.35579217,Coal→Gas,858.4615384615385,185679260.203,0.14284755712778047,0.1414219967719883
991,University Park South,IL,41.440893,-87.753189,2001,Gas_SC,348,433196000.0,4363611.899999999,257489.4,Wind,-38.770309687935836,257489.4,Gas_SC→Wind,669.2307692307692,185936749.60300002,0.14310504652778047,0.14284755712778047
52,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67,Gas,-38.76411442633189,1694083.1404698286,Coal→Gas,715.3846153846154,188411016.273,0.1447991296682503,0.14310504652778047
417,Possum Point,VA,38.5367,-77.2806,1948,Oil,2081,3862181000.0,26901544.118,1604137.311,Gas,-38.474042650185396,286229.0900370681,Oil→Gas,3201.5384615384614,190015153.584,0.14508535875828737,0.1447991296682503
21,Cross,SC,33.371506,-80.113235,1984,Coal,2389,6832826000.0,71046981.476,7289416.468,Gas,-38.39001894899567,4957822.594535949,Coal→Gas,3675.3846153846152,197304570.052,0.15004318135282332,0.14508535875828737
693,North Valmy,NV,40.881317,-117.151605,1981,Coal,566,1085346000.0,10399050.569,1090649.724,Gas,-37.8154283561707,720292.5563816945,Coal→Gas,870.7692307692307,198395219.776,0.15076347390920503,0.15004318135282332
1081,Lange Gas Turbines,SD,44.1203,-103.26,2002,Gas_SC,40,40236000.0,375206.784,22296.534,Wind,-37.76769621954144,22296.534,Gas_SC→Wind,76.92307692307692,198417516.31,0.15078577044320504,0.15076347390920503
728,Ebensburg Power,PA,40.455,-78.7472,1990,Coal,57,338299000.0,4743554.563,517889.946,Gas,-37.355945193158206,402450.75937370287,Coal→Gas,87.69230769230768,198935406.256,0.15118822120257872,0.15078577044320504
346,Homer City Generating Station,PA,40.512825,-79.196107,1969,Coal,2012,3413527000.0,33998054.615,3488198.994,Gas,-37.246333184860646,2323386.8591521163,Coal→Gas,3095.3846153846157,202423605.25,0.15351160806173084,0.15118822120257872
540,D B Wilson,KY,37.4497,-87.0806,1984,Coal,509,2511569000.0,25905336.594,2657884.525,Gas,-37.16624874469643,1800851.3013847293,Coal→Gas,783.0769230769231,205081489.775,0.15531245936311555,0.15351160806173084
20,Oklaunion,TX,34.0825,-99.1753,1986,Coal,720,1209201000.0,12914358.63,1354458.972,Gas,-37.131334981797366,941838.2432727348,Coal→Gas,1107.6923076923078,206435948.747,0.15625429760638826,0.15531245936311555
518,Scherer,GA,33.0606,-83.8075,1982,Coal,3564,6455829000.0,71558364.304,7505037.866,Gas,-37.10501761862008,5302088.260005122,Coal→Gas,5483.076923076923,213940986.613,0.1615563858663934,0.15625429760638826
113,Dallman,IL,39.754803,-89.602389,1968,Coal,617,916183000.0,9252006.177,946787.427,Wind,-37.094128918320486,946787.427,Coal→Wind,1186.5384615384617,214887774.04,0.16250317329339337,0.1615563858663934
469,Nearman Creek,KS,39.1681,-94.6975,1981,Coal,671,1208375000.0,13611277.482,1423278.426,Gas,-36.93581753288364,1010939.5567170526,Coal→Gas,1032.3076923076924,216311052.466,0.16351411285011042,0.16250317329339337
457,Craig (CO),CO,40.4627,-107.5912,1979,Coal,1426,7639894000.0,80418011.579,8434235.936,Gas,-36.77807533661363,5827242.863980493,Coal→Gas,2193.846153846154,224745288.40199998,0.16934135571409092,0.16351411285011042
332,Muskogee,OK,35.76135,-95.28732,1956,Gas_SC,1889,2887174000.0,31639775.147,2623045.207,Wind,-36.69548727954345,2623045.207,Gas_SC→Wind,3632.6923076923076,227368333.60899997,0.1719644009210909,0.16934135571409092
372,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489,Gas,-36.65715054779955,6906594.460810738,Coal→Gas,4000.0,237750935.09799996,0.17887099538190165,0.1719644009210909
13,Cholla,AZ,34.9394,-110.3033,1962,Coal,1127,3529723000.0,40707844.837,4176620.563,Gas,-36.414969035513096,2972158.3797356887,Coal→Gas,1733.8461538461538,241927555.66099995,0.18184315376163734,0.17887099538190165
656,Sumpter,MI,42.167,-83.5318,2002,Gas_SC,340,352070000.0,4396849.717,261295.699,Wind,-36.24438068165506,261295.699,Gas_SC→Wind,653.8461538461539,242188851.35999995,0.18210444946063734,0.18184315376163734
618,Remington,VA,38.5442,-77.7714,2000,Gas_SC,704,720233000.0,7055949.974,419713.811,Wind,-36.21214888316907,419713.811,Gas_SC→Wind,1353.8461538461538,242608565.17099994,0.1825241632716373,0.18210444946063734
507,Tolk,TX,34.186494,-102.56999,1982,Coal,1134,2029709000.0,21336678.285,2222219.412,Gas,-35.53321126229599,1529613.2971487148,Coal→Gas,1744.6153846153848,244830784.58299994,0.18405377656878602,0.1825241632716373
810,Ocean State Power,RI,42.009722,-71.668909,1990,Gas_CC,252,442546000.0,5175091.072000001,307762.369,Wind,-35.05397340426217,307762.369,Gas_CC→Wind,484.61538461538464,245138546.95199993,0.184361538937786,0.18405377656878602
1223,McGrath Peaker,CA,34.205556,-119.246944,2012,Gas_SC,49,26932000.0,222666.322,13233.604,Solar,-35.04516518024553,13233.604,Gas_SC→Solar,153.12499999999997,245151780.55599993,0.18437477254178603,0.184361538937786
114,Marion,IL,37.619747,-88.953114,1963,Coal,422,1000046000.0,12859348.206,1356548.317,Gas,-34.63611484096536,1015298.4261375323,Coal→Gas,649.2307692307692,246508328.87299994,0.18539007096792356,0.18437477254178603
1073,Fountain Valley Power Facility,CO,38.5569,-104.6875,2001,Gas_SC,228,162596000.0,1789184.101,106332.457,Solar,-34.3453331967794,106332.457,Gas_SC→Solar,712.4999999999999,246614661.32999992,0.18549640342492354,0.18539007096792356
9,Platte,NE,40.854765,-98.348222,1982,Coal,109,409993000.0,4842587.007,507889.874,Gas,-34.309621769397374,367986.2430626474,Coal→Gas,167.69230769230768,247122551.20399994,0.18586438966798619,0.18549640342492354
493,Welsh,TX,33.05522,-94.839993,1977,Coal,1674,3587706000.0,38601790.456,4048551.427,Gas,-33.220206472515514,2824303.461459795,Coal→Gas,2575.3846153846157,251171102.63099992,0.18868869312944597,0.18586438966798619
689,"Gavin Power, LLC",OH,38.9347,-82.1158,1974,Coal,2600,14344976000.0,146937430.286,15074332.081,Gas,-33.055387476620645,10179335.756406214,Coal→Gas,4000.0,266245434.71199992,0.1988680288858522,0.18868869312944597
733,Bear Mountain Limited,CA,35.419181,-118.926643,1995,Gas_SC,46,43642000.0,397448.05,23620.25,Solar,-33.02019751139019,23620.25,Gas_SC→Solar,143.74999999999997,266269054.96199992,0.1988916491358522,0.1988680288858522
1295,Clayville,NJ,39.424444,-75.02,2015,Gas_SC,73,59621000.0,524669.779,31180.227,Wind,-32.913534574109775,31180.227,Gas_SC→Wind,140.38461538461542,266300235.18899992,0.1989228293628522,0.1988916491358522
1034,Troy Energy LLC,OH,41.47724,-83.45983,2002,Gas_SC,792,942112000.0,9615268.879,571792.094,Wind,-32.45235637538837,571792.094,Gas_SC→Wind,1523.076923076923,266872027.28299993,0.1994946214568522,0.1989228293628522
210,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005,Gas,-32.40808735791997,3443599.266797296,Coal→Gas,1649.2307692307693,271895382.8769999,0.2029382207236495,0.1994946214568522
316,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151,Gas,-32.154608932545464,6758178.889077929,Coal→Gas,2892.3076923076924,281984275.02799994,0.20969639961272743,0.2029382207236495
582,Rathdrum,ID,47.80427,-116.867312,1994,Gas_SC,166,164655000.0,1539881.405,91511.305,Wind,-31.89821200451047,91511.305,Gas_SC→Wind,319.2307692307692,282075786.33299994,0.20978791091772744,0.20969639961272743
126,F B Culley,IN,37.9111,-87.3275,1955,Coal,414,1020047000.0,12318607.888,1258642.022,Gas,-31.807353673793987,910567.1060215476,Coal→Gas,636.9230769230769,283334428.35499996,0.210698478023749,0.20978791091772744
171,Little Gypsy,LA,30.005067,-90.461694,1961,Gas_SC,1249,1713462000.0,18307564.102,1087990.954,Wind,-31.77680209191524,1087990.954,Gas_SC→Wind,2401.923076923077,284422419.30899996,0.211786468977749,0.210698478023749
499,Coronado,AZ,34.5789,-109.2708,1979,Coal,820,3000622000.0,32998176.892,3460853.88,Gas,-31.020151256085164,2436939.050062658,Coal→Gas,1261.5384615384614,287883273.18899995,0.21422340802781165,0.211786468977749
481,Sherburne County,MN,45.3808,-93.8931,1976,Coal,2468,9614564000.0,96765805.27,10148791.521,Gas,-30.981824982853453,6867973.5229377,Coal→Gas,3796.9230769230767,298032064.71,0.22109138155074937,0.21422340802781165
250,Sheldon,NE,40.5589,-96.7847,1961,Coal,227,563013000.0,5786358.566,606873.678,Gas,-30.90670932460632,414754.39068306604,Coal→Gas,349.2307692307692,298638938.38799995,0.22150613594143242,0.22109138155074937
313,R M Heskett,ND,46.8669,-100.8836,1954,Coal,203,459560000.0,5172104.727,561996.822,Gas,-30.18468305017689,405179.2357642113,Coal→Gas,312.3076923076923,299200935.21,0.22191131517719662,0.22150613594143242
327,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864,Gas,-29.786436034216628,3489330.7538836915,Coal→Gas,1669.2307692307693,304488926.074,0.2254006459310803,0.22191131517719662
485,Big Stone,SD,45.303652,-96.510067,1975,Coal,451,1744633000.0,19793030.226,2075891.345,Gas,-29.373753148221407,1480562.9092629845,Coal→Gas,693.8461538461539,306564817.419,0.2268812088403433,0.2254006459310803
252,North Omaha,NE,41.32909,-95.94466,1954,Coal,642,1947607000.0,20227757.291,2105599.714,Gas,-29.33489355165277,1441009.6089518545,Coal→Gas,987.6923076923076,308670417.133,0.22832221844929515,0.2268812088403433
480,Lewis & Clark,MT,47.6785,-104.15665,1958,Coal,68,256912000.0,3179862.54,345979.82,Gas,-29.272192715586332,258312.66072806824,Coal→Gas,104.61538461538461,309016396.953,0.22858053111002324,0.22832221844929515
276,San Juan,NM,36.8006,-108.4386,1973,Coal,1848,5352045000.0,59622703.411,6249613.377,Gas,-29.232484616013878,4423312.6146940505,Coal→Gas,2843.076923076923,315266010.33,0.2330038437247173,0.22858053111002324
450,James H Miller Jr,AL,33.6319,-87.0597,1978,Coal,2820,17594945000.0,179699736.425,18846905.225,Gas,-29.1791647415914,12842908.347875228,Coal→Gas,4338.461538461538,334112915.555,0.24584675207259252,0.2330038437247173
158,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739,Gas,-28.62370405120627,4490797.9333605375,Coal→Gas,2638.461538461538,341108566.294,0.2503375500059531,0.24584675207259252
156,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842,Gas,-28.620581894592373,6823725.194335347,Coal→Gas,3421.5384615384614,351655585.13600004,0.2571612752002884,0.2503375500059531
505,Brame Energy Center,LA,31.395,-92.716667,1975,Coal,1706,5368708000.0,56392476.86,5593480.331,Gas,-28.404357104868375,3761493.5833179364,Coal→Gas,2624.6153846153848,357249065.467,0.2609227687836064,0.2571612752002884
138,Muscatine Plant #1,IA,41.3917,-91.0569,1958,Coal,293,811937000.0,9568391.947,1003529.785,Gas,-28.21873883038288,726469.1171535216,Coal→Gas,450.7692307692308,358252595.25200003,0.2616492379007599,0.2609227687836064
487,Boardman,OR,45.693182,-119.808819,1980,Coal,642,1747200000.0,17715313.534,1857983.613,Gas,-28.073749002676642,1261779.2290867565,Coal→Gas,987.6923076923076,360110578.865,0.26291101712984666,0.2616492379007599
736,AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333,1999,Coal,229,949524000.0,11908738.447,1221680.864,Gas,-27.851031263413716,897670.8070913241,Coal→Gas,352.3076923076923,361332259.72900003,0.26380868793693796,0.26291101712984666
498,Rockport,IN,37.9256,-87.0372,1984,Coal,2600,4358302000.0,41905763.266,4383521.255,Gas,-27.6911058480145,2896319.5844311714,Coal→Gas,4000.0,365715780.984,0.2667050075213691,0.26380868793693796
388,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015,Gas,-26.93789549210445,7370698.474059058,Coal→Gas,6161.538461538461,377089765.999,0.2740757059954282,0.26670500752136916
445,John P Madgett,WI,44.303583,-91.912647,1979,Coal,387,1566399000.0,17609570.054,1846887.813,Gas,-26.684920865852675,1312378.9126123395,Coal→Gas,595.3846153846154,378936653.81200004,0.2753880849080405,0.2740757059954282
227,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506,Gas,-26.64702584014,1451265.2494881323,Coal→Gas,1607.6923076923078,381200497.318,0.27683935015752864,0.2753880849080405
543,Major Oak Power,TX,31.091925,-96.69503,1990,Coal,948,2702959000.0,28259329.438,3076585.624,Gas,-26.337017318008954,2154243.5879779323,Coal→Gas,1458.4615384615383,384277082.94200003,0.2789935937455066,0.27683935015752864
547,J K Spruce,TX,29.309722,-98.3203,1992,Coal,1444,5671932000.0,61814937.049,6342205.970000001,Gas,-26.3188674529235,4406748.8250493305,Coal→Gas,2221.5384615384614,390619288.91200006,0.2834003425705559,0.2789935937455066
440,Genoa,WI,43.5589,-91.2325,1969,Coal,345,1006246000.0,10542454.298,1105690.912,Gas,-25.927262736280127,762325.3691341772,Coal→Gas,530.7692307692308,391724979.82400006,0.28416266793969014,0.2834003425705559
97,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883,Gas,-25.533065565332215,5685254.900360942,Coal→Gas,5443.076923076923,400402200.7070001,0.28984792284005106,0.28416266793969014
11,Escalante,NM,35.4159,-108.082,1984,Coal,257,637931000.0,6378643.973,668993.557,Gas,-25.31048472444434,451309.686330266,Coal→Gas,395.38461538461536,401071194.26400006,0.2902992325263813,0.28984792284005106
423,Mitchell (WV),WV,39.8297,-80.8153,1971,Coal,1632,3956208000.0,39052565.323,4000630.396,Gas,-25.159303131799504,2650636.9474694114,Coal→Gas,2510.769230769231,405071824.6600001,0.2929498694738507,0.2902992325263813
1257,Dave Gates Generating Station,MT,46.104713,-112.876605,2011,Gas_SC,201,186002000.0,2343425.061,139263.304,Wind,-25.14317970545763,139263.304,Gas_SC→Wind,386.53846153846155,405211087.9640001,0.29308913277785076,0.2929498694738507
10,Whelan Energy Center,NE,40.580872,-98.312437,1981,Coal,324,1163179000.0,11683032.735,1225316.813,Gas,-25.033013762479868,828400.3643531236,Coal→Gas,498.46153846153845,406436404.7770001,0.29391753314220387,0.29308913277785076
906,Sabine Cogen,TX,30.0444,-93.771389,2000,Gas_CC,105,114266000.0,1585069.487,94199.018,Wind,-24.976279305056572,94199.018,Gas_CC→Wind,201.9230769230769,406530603.79500014,0.2940117321602039,0.29391753314220387
504,San Miguel,TX,28.7044,-98.4775,1982,Coal,410,2610918000.0,29608943.004,3223528.661,Gas,-24.92564596080141,2332594.1614361275,Coal→Gas,630.7692307692307,409754132.45600015,0.29634432632164004,0.2940117321602039
234,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165,Gas,-24.83672898227901,2136705.4069776405,Coal→Gas,1689.2307692307693,412919543.6210002,0.2984810317286177,0.29634432632164004
